time,side,entry_raw,entry,sl,tp,atr,spread_pts,lots,R,outcome,equity_after
2025-03-05T09:23:00+00:00,buy,1.06397,1.06402,1.06359,1.06531,0.00029,2.0,0.01,2.8144829681794885,TP,31.81
2025-03-05T09:56:00+00:00,buy,1.06717,1.06722,1.06658,1.06914,0.00043,1.0,0.01,2.874914429464144,TP,33.64
2025-03-07T08:15:00+00:00,buy,1.08149,1.08154,1.08129,1.08229,0.00017,2.0,0.02,-0.32068652006148773,BE,33.42
2025-03-07T08:38:00+00:00,buy,1.08206,1.08211,1.08187,1.08284,0.00016,2.0,0.02,-0.33093704193763246,BE,33.2
2025-03-07T09:07:00+00:00,buy,1.08278,1.08283,1.08248,1.08387,0.00023,2.0,0.01,-0.23137844119999082,BE,33.05
2025-03-07T09:30:00+00:00,buy,1.08329,1.08334,1.08305,1.0842,0.00019,1.0,0.02,-0.2805810341961308,BE,32.86
2025-03-07T10:12:00+00:00,buy,1.08354,1.08359,1.08319,1.08478,0.00027,1.0,0.01,2.7989970164654108,TP,34.7
2025-03-11T15:23:00+00:00,buy,1.09196,1.09201,1.09159,1.09328,0.00028,0.0,0.01,-0.18919292532363488,BE,34.57
2025-03-11T15:44:00+00:00,buy,1.09291,1.09296,1.09262,1.09399,0.00023,0.0,0.02,-1.2328151051913045,SL,33.72
2025-03-14T10:23:00+00:00,buy,1.08527,1.08532,1.08495,1.08643,0.00025,1.0,0.01,-0.21609218090913088,BE,33.57
2025-03-14T12:41:00+00:00,buy,1.08815,1.0882,1.0876,1.08999,0.0004,1.0,0.01,2.866054400730282,TP,35.5
2025-03-18T08:49:00+00:00,buy,1.09123,1.09128,1.0911,1.09183,0.00012,2.0,0.03,-0.43689981803547123,BE,35.19
2025-03-18T09:35:00+00:00,buy,1.09259,1.09264,1.09238,1.09343,0.00018,1.0,0.02,-0.3043964976649079,BE,34.97
2025-03-18T09:58:00+00:00,buy,1.09331,1.09336,1.09304,1.09432,0.00021,1.0,0.02,-0.24875869819671712,BE,34.8
2025-03-21T13:50:00+00:00,buy,1.08473,1.08478,1.08449,1.08566,0.0002,1.0,0.02,-0.27321512966287104,BE,34.61
2025-03-26T15:19:00+00:00,sell,1.07753,1.07748,1.07789,1.07624,0.00028,8.0,0.01,-0.19344024342605987,BE,34.48
2025-03-28T06:07:00+00:00,sell,1.07877,1.07872,1.07886,1.0783,9e-05,11.0,0.04,-0.5717748501754798,BE,34.08
2025-03-31T09:01:00+00:00,sell,1.08283,1.08278,1.08305,1.08197,0.00018,8.0,0.02,-0.2959637292645706,BE,33.88
2025-03-31T13:11:00+00:00,sell,1.08081,1.08076,1.08103,1.07995,0.00018,8.0,0.02,-0.29674060743084607,BE,33.68
2025-03-31T13:43:00+00:00,sell,1.08111,1.08106,1.08131,1.08032,0.00016,11.0,0.02,-0.32608943067278406,BE,33.46
2025-03-31T15:48:00+00:00,sell,1.08042,1.08037,1.08065,1.07952,0.00019,11.0,0.02,-0.28349007900932915,BE,33.27
2025-04-03T08:21:00+00:00,buy,1.09224,1.09229,1.092,1.09316,0.00019,8.0,0.02,2.7239288332808433,TP,35.08
2025-04-03T09:33:00+00:00,buy,1.09503,1.09508,1.09448,1.09688,0.0004,8.0,0.01,-0.1331628739798783,BE,34.99
2025-04-04T06:30:00+00:00,buy,1.10781,1.10786,1.10747,1.10903,0.00026,10.0,0.01,2.795424847284734,TP,36.95
2025-04-04T08:24:00+00:00,buy,1.1104,1.11045,1.11009,1.11153,0.00024,10.0,0.02,-1.2223839385758533,SL,36.04
2025-04-04T14:38:00+00:00,buy,1.10658,1.10663,1.10556,1.10983,0.00071,8.0,0.01,-0.07498531935246001,BE,35.99
2025-04-07T08:18:00+00:00,buy,1.09924,1.09929,1.09882,1.10069,0.00031,8.0,0.01,-0.1718834354580207,BE,35.86
2025-04-07T08:54:00+00:00,buy,1.10013,1.10018,1.09962,1.10185,0.00037,8.0,0.01,2.85643382895224,TP,37.91
2025-04-09T07:18:00+00:00,buy,1.10428,1.10433,1.10377,1.106,0.00037,8.0,0.01,2.8561679467448275,TP,40.08
2025-04-09T09:53:00+00:00,buy,1.10861,1.10866,1.1078,1.11123,0.00057,8.0,0.01,-1.0935016354274034,SL,39.2
2025-04-10T15:16:00+00:00,buy,1.10946,1.10951,1.10893,1.11124,0.00039,9.0,0.01,2.8616714324538752,TP,41.45
2025-04-14T09:34:00+00:00,buy,1.14139,1.14144,1.14058,1.14403,0.00058,8.0,0.01,-0.09261714776212962,BE,41.37
2025-04-14T09:54:00+00:00,buy,1.14228,1.14233,1.14159,1.14455,0.00049,9.0,0.01,-1.1083005867503566,SL,40.45
2025-04-16T10:29:00+00:00,buy,1.13895,1.139,1.13836,1.14092,0.00043,8.0,0.01,-1.124803092432836,SL,39.54
2025-04-21T08:31:00+00:00,buy,1.15314,1.15319,1.15292,1.154,0.00018,8.0,0.02,2.70547511256105,TP,41.68
2025-04-22T06:00:00+00:00,buy,1.15201,1.15206,1.15176,1.15297,0.0002,8.0,0.02,-0.26334736701749134,BE,41.46
2025-04-22T06:41:00+00:00,buy,1.15388,1.15393,1.15352,1.15515,0.00027,8.0,0.02,-0.19648114803756245,BE,41.3
2025-04-22T08:28:00+00:00,buy,1.15444,1.15449,1.15409,1.1557,0.00027,8.0,0.02,-1.197807667005291,SL,40.31
2025-05-01T06:39:00+00:00,sell,1.13001,1.12996,1.13017,1.12933,0.00014,12.0,0.03,-0.3780929257749848,BE,40.01
2025-05-01T08:01:00+00:00,sell,1.12982,1.12977,1.13001,1.12905,0.00016,8.0,0.03,2.6677756630764464,TP,42.14
2025-05-01T08:23:00+00:00,sell,1.12942,1.12937,1.12965,1.12853,0.00019,11.0,0.03,-0.28548056594513754,BE,41.9
2025-05-12T10:01:00+00:00,sell,1.11955,1.1195,1.12025,1.11725,0.0005,8.0,0.01,2.893538413101341,TP,44.32
2025-05-12T10:22:00+00:00,sell,1.11444,1.11439,1.11542,1.11129,0.00069,8.0,0.01,2.9225558328338455,TP,46.92
2025-05-12T13:40:00+00:00,sell,1.10809,1.10804,1.10862,1.10629,0.00039,10.0,0.01,-0.13734900652854504,BE,46.79
2025-05-13T13:06:00+00:00,sell,1.11039,1.11034,1.11065,1.1094,0.00021,8.0,0.02,-0.2546534244419974,BE,46.55
2025-05-13T13:42:00+00:00,sell,1.11022,1.11017,1.11047,1.10926,0.0002,8.0,0.03,-0.2643420535674339,BE,46.3
2025-05-15T14:33:00+00:00,sell,1.11873,1.11868,1.11904,1.11761,0.00024,8.0,0.02,-0.2236512796183992,BE,46.09
2025-05-15T14:58:00+00:00,sell,1.11819,1.11814,1.11851,1.11702,0.00025,8.0,0.02,-0.213680172715792,BE,45.9
2025-05-16T12:51:00+00:00,sell,1.11972,1.11967,1.11996,1.11881,0.00019,10.0,0.03,2.7209819938525244,TP,48.4
2025-05-20T10:13:00+00:00,buy,1.12685,1.1269,1.12646,1.12822,0.00029,9.0,0.02,-0.18154768638463892,BE,48.22
2025-05-21T06:53:00+00:00,buy,1.13358,1.13363,1.13335,1.13446,0.00019,8.0,0.03,2.711903200736802,TP,50.84
2025-05-21T09:15:00+00:00,buy,1.13446,1.13451,1.13401,1.13601,0.00033,9.0,0.02,-0.1596759320910225,BE,50.67
2025-05-21T13:16:00+00:00,buy,1.13453,1.13458,1.13419,1.13575,0.00026,8.0,0.02,2.794147634225299,TP,53.5
2025-05-23T07:33:00+00:00,buy,1.13142,1.13147,1.1313,1.13199,0.00012,12.0,0.06,2.5422574459334935,TP,56.23
2025-05-23T08:11:00+00:00,buy,1.13194,1.13199,1.13185,1.13241,9e-05,9.0,0.08,-0.5741959638091209,BE,55.58
2025-05-23T08:56:00+00:00,buy,1.13244,1.13249,1.13223,1.13327,0.00017,9.0,0.04,-0.3084207948821705,BE,55.24
2025-05-23T10:22:00+00:00,buy,1.13345,1.1335,1.13314,1.13459,0.00024,10.0,0.03,-0.2203470433142209,BE,54.99
2025-05-23T13:20:00+00:00,buy,1.1357,1.13575,1.13539,1.13683,0.00024,8.0,0.03,-0.22279442810498853,BE,54.75
2025-06-04T10:22:00+00:00,buy,1.13889,1.13894,1.13861,1.13992,0.00022,8.0,0.03,-0.24392588580625063,BE,54.48
2025-06-05T13:15:00+00:00,buy,1.14262,1.14267,1.14242,1.14341,0.00017,11.0,0.04,-0.322963376164121,BE,54.13
2025-06-05T15:33:00+00:00,buy,1.14448,1.14453,1.14374,1.14691,0.00053,8.0,0.01,-0.10069966962442084,BE,54.02
2025-06-12T12:49:00+00:00,buy,1.1563,1.15635,1.15599,1.15744,0.00024,8.0,0.02,-0.21992992276724868,BE,53.78
2025-06-12T13:17:00+00:00,buy,1.15818,1.15823,1.15761,1.1601,0.00042,11.0,0.01,-0.12815954628232612,BE,53.64
2025-06-12T13:51:00+00:00,buy,1.15963,1.15968,1.15898,1.16179,0.00047,8.0,0.01,-0.1139583746491234,BE,53.52
2025-06-18T07:56:00+00:00,buy,1.15067,1.15072,1.15056,1.15121,0.00011,10.0,0.06,-0.4864299938854175,BE,53.0
2025-06-18T09:01:00+00:00,buy,1.15061,1.15066,1.15042,1.15137,0.00016,10.0,0.04,-0.3382502548761145,BE,52.64
2025-06-18T09:23:00+00:00,buy,1.15113,1.15118,1.15087,1.15212,0.00021,10.0,0.03,-0.2564762403353904,BE,52.37
2025-06-18T10:02:00+00:00,buy,1.15166,1.15171,1.15137,1.15273,0.00023,9.0,0.03,-0.23643116597773442,BE,52.13
2025-06-20T06:46:00+00:00,buy,1.15264,1.15269,1.15242,1.15349,0.00018,8.0,0.03,-0.30066665042397506,BE,51.81
2025-06-24T09:17:00+00:00,buy,1.16167,1.16172,1.16128,1.16304,0.00029,8.0,0.02,-0.1820155272497032,BE,51.62
2025-06-27T06:27:00+00:00,buy,1.1707,1.17075,1.17057,1.17128,0.00012,11.0,0.05,-1.4512812728470093,SL,50.12
2025-06-27T10:00:00+00:00,buy,1.17186,1.17191,1.1715,1.17314,0.00027,8.0,0.02,-0.19463609998637585,BE,49.93
2025-06-27T15:31:00+00:00,buy,1.17265,1.1727,1.17213,1.1744,0.00038,8.0,0.01,-0.14092236960409577,BE,49.79
2025-06-27T15:51:00+00:00,buy,1.17375,1.1738,1.17311,1.17587,0.00046,8.0,0.01,-0.11578430373046497,BE,49.67
2025-06-30T08:00:00+00:00,buy,1.17313,1.17318,1.17295,1.17386,0.00015,9.0,0.04,-0.3551023007082198,BE,49.32
2025-06-30T09:44:00+00:00,buy,1.17382,1.17387,1.17353,1.1749,0.00023,9.0,0.02,2.7661516450113033,TP,52.05
2025-07-01T12:30:00+00:00,buy,1.18206,1.18211,1.1816,1.18363,0.00034,8.0,0.02,-0.15787620000251065,BE,51.89
2025-07-04T12:44:00+00:00,buy,1.17815,1.1782,1.178,1.1788,0.00013,9.0,0.05,-1.3992949725328365,SL,50.43
2025-07-08T10:00:00+00:00,buy,1.17448,1.17453,1.17422,1.17546,0.00021,8.0,0.03,2.7431534758414204,TP,53.2
2025-07-09T09:52:00+00:00,buy,1.17248,1.17253,1.17229,1.17326,0.00016,9.0,0.04,-0.3275911707118714,BE,52.85
2025-07-16T14:50:00+00:00,sell,1.16074,1.16069,1.16089,1.16009,0.00013,10.0,0.05,-0.3976610143876001,BE,52.43
2025-07-16T15:15:00+00:00,sell,1.15996,1.15991,1.16017,1.15912,0.00018,8.0,0.03,-0.3047238216839245,BE,52.11
2025-07-16T15:56:00+00:00,sell,1.1596,1.15955,1.16007,1.15799,0.00035,8.0,0.02,2.845900768992051,TP,55.08
2025-07-17T09:00:00+00:00,sell,1.16158,1.16153,1.16175,1.16087,0.00015,8.0,0.04,-0.3630973518200512,BE,54.68
2025-07-17T09:20:00+00:00,sell,1.15943,1.15938,1.15976,1.15825,0.00025,8.0,0.02,-0.21296180682238725,BE,54.44
2025-07-17T10:06:00+00:00,sell,1.15746,1.15741,1.15776,1.15635,0.00023,8.0,0.03,-1.2272988436204844,SL,53.11
2025-07-22T12:49:00+00:00,buy,1.17006,1.17011,1.16992,1.17067,0.00012,10.0,0.05,2.5692162496710553,TP,55.84
2025-07-23T10:01:00+00:00,buy,1.17432,1.17437,1.1741,1.17518,0.00018,10.0,0.04,2.7045592783522436,TP,58.86
2025-07-24T06:05:00+00:00,buy,1.17778,1.17783,1.17767,1.17832,0.00011,8.0,0.07,-1.4865435137503047,SL,57.11
2025-07-29T06:31:00+00:00,sell,1.15889,1.15884,1.15897,1.15845,9e-05,8.0,0.08,-0.6087637200026018,BE,56.41
2025-07-29T07:11:00+00:00,sell,1.15805,1.158,1.15818,1.15746,0.00012,8.0,0.06,-0.4476111334453011,BE,55.91
2025-07-29T09:30:00+00:00,sell,1.15708,1.15703,1.15735,1.15606,0.00022,9.0,0.03,-0.24744057767712008,BE,55.63
2025-07-29T09:50:00+00:00,sell,1.15548,1.15543,1.15592,1.15397,0.00033,8.0,0.02,2.836113600459825,TP,58.79
2025-07-29T10:10:00+00:00,sell,1.15279,1.15274,1.15348,1.15052,0.00049,8.0,0.01,-1.1082337822908543,SL,57.48
2025-07-29T16:00:00+00:00,sell,1.15247,1.15242,1.1528,1.15128,0.00025,8.0,0.03,-0.21061585932802251,BE,57.24
2025-07-30T09:03:00+00:00,sell,1.15446,1.15441,1.15465,1.15368,0.00016,8.0,0.04,-0.32748437428952426,BE,56.87
2025-07-30T13:36:00+00:00,sell,1.15386,1.15381,1.15402,1.15318,0.00014,8.0,0.05,-0.38028684185172035,BE,56.43
2025-07-30T14:08:00+00:00,sell,1.15304,1.15299,1.15327,1.15215,0.00019,8.0,0.04,-0.28511314142177574,BE,56.11
2025-07-30T14:33:00+00:00,sell,1.15269,1.15264,1.15287,1.15196,0.00015,8.0,0.04,-0.3508318737303313,BE,55.72
2025-07-30T15:10:00+00:00,sell,1.15244,1.15239,1.15268,1.15152,0.00019,8.0,0.03,-0.27669331367419747,BE,55.41
2025-07-30T15:30:00+00:00,sell,1.15088,1.15083,1.1513,1.14941,0.00032,8.0,0.02,-0.1692172167162244,BE,55.22
2025-07-30T15:56:00+00:00,sell,1.14761,1.14756,1.14821,1.1456,0.00044,8.0,0.01,-0.1222608856043738,BE,55.09
2025-07-31T13:29:00+00:00,sell,1.14274,1.14269,1.14296,1.14188,0.00018,9.0,0.04,-0.2948832824450504,BE,54.76
2025-08-01T12:45:00+00:00,sell,1.1399,1.13985,1.14008,1.13915,0.00016,11.0,0.04,-0.3430463326553363,BE,54.39
2025-08-04T10:19:00+00:00,sell,1.15608,1.15603,1.15653,1.15453,0.00033,1.0,0.02,-0.1596004812693456,BE,54.21
2025-08-07T07:03:00+00:00,buy,1.1667,1.16675,1.16658,1.16725,0.00011,11.0,0.06,2.5246401733362815,TP,56.95
2025-08-07T07:26:00+00:00,buy,1.16734,1.16739,1.16721,1.16794,0.00012,11.0,0.06,-0.4327625772944757,BE,56.46
2025-08-12T07:51:00+00:00,buy,1.16254,1.16259,1.16243,1.16307,0.00011,10.0,0.07,-0.5008016208531291,BE,55.89
2025-08-13T06:39:00+00:00,buy,1.16854,1.16859,1.16845,1.16901,9e-05,12.0,0.08,-0.5759239812365373,BE,55.25
2025-08-13T09:38:00+00:00,buy,1.16905,1.1691,1.16883,1.16992,0.00018,11.0,0.04,2.7081690037583237,TP,58.24
2025-08-13T10:09:00+00:00,buy,1.16999,1.17004,1.16974,1.17093,0.0002,8.0,0.03,2.7296192607824588,TP,61.42
2025-08-13T12:55:00+00:00,buy,1.17293,1.17298,1.17279,1.17354,0.00012,12.0,0.06,-1.427954091691417,SL,59.67
2025-08-15T06:09:00+00:00,buy,1.16583,1.16588,1.16575,1.16626,8e-05,12.0,0.09,-0.6371905171830909,BE,58.91
2025-08-15T06:32:00+00:00,buy,1.16618,1.16623,1.1661,1.16663,9e-05,8.0,0.08,-0.6063601374391175,BE,58.19
2025-08-15T08:48:00+00:00,buy,1.16653,1.16658,1.16645,1.16697,9e-05,10.0,0.09,-0.6232463668903808,BE,57.47
2025-08-15T09:33:00+00:00,buy,1.16721,1.16726,1.16705,1.1679,0.00014,11.0,0.05,-0.37324591979914945,BE,57.04
2025-08-15T10:05:00+00:00,buy,1.16768,1.16773,1.1675,1.16843,0.00016,8.0,0.04,-0.34252737423399426,BE,56.65
2025-08-15T15:40:00+00:00,buy,1.1696,1.16965,1.16916,1.17111,0.00033,8.0,0.02,2.8361275453559482,TP,59.86
2025-08-19T09:46:00+00:00,buy,1.16685,1.1669,1.16664,1.16769,0.00018,8.0,0.04,-0.30251260267385977,BE,59.5
2025-08-19T10:06:00+00:00,buy,1.16801,1.16806,1.16774,1.16901,0.00021,8.0,0.03,-1.2538209634640163,SL,58.01
2025-08-19T13:19:00+00:00,buy,1.16852,1.16857,1.16837,1.16916,0.00013,12.0,0.05,-0.4049687852442932,BE,57.54
2025-08-20T10:20:00+00:00,buy,1.16431,1.16436,1.16404,1.16533,0.00021,8.0,0.03,2.7516984119247185,TP,60.7
2025-08-22T06:27:00+00:00,sell,1.16021,1.16016,1.1603,1.15974,9e-05,11.0,0.08,-0.5733500003245008,BE,60.01
2025-08-22T06:48:00+00:00,sell,1.15914,1.15909,1.15931,1.15843,0.00015,9.0,0.05,-0.365592712457362,BE,59.57
2025-08-22T07:20:00+00:00,sell,1.15887,1.15882,1.15898,1.15833,0.00011,10.0,0.07,2.5101604465658807,TP,62.56
2025-08-25T09:06:00+00:00,buy,1.17067,1.17072,1.17049,1.1714,0.00015,9.0,0.05,-0.3504563049113588,BE,62.12
2025-08-26T10:09:00+00:00,sell,1.1613,1.16125,1.16168,1.15995,0.00029,8.0,0.02,-0.18481871946305428,BE,61.89
2025-08-28T07:03:00+00:00,sell,1.1641,1.16405,1.16418,1.16365,9e-05,12.0,0.09,-0.5991828242343638,BE,61.15
2025-09-01T06:01:00+00:00,buy,1.17134,1.17139,1.17119,1.17198,0.00013,11.0,0.06,-1.4092380298900353,SL,59.42
2025-09-01T09:30:00+00:00,buy,1.17233,1.17238,1.17215,1.17307,0.00015,11.0,0.05,2.6496424999509194,TP,62.57
2025-09-03T07:02:00+00:00,sell,1.16219,1.16214,1.16225,1.16181,7e-05,10.0,0.11,-1.7211962059471624,SL,60.42
2025-09-03T10:16:00+00:00,sell,1.16255,1.1625,1.16277,1.16168,0.00018,9.0,0.04,-0.2925395598274421,BE,60.07
2025-09-05T13:24:00+00:00,buy,1.16929,1.16934,1.16914,1.16995,0.00014,1.0,0.05,-0.3943088370653593,BE,59.59
2025-09-05T13:49:00+00:00,buy,1.16962,1.16967,1.16948,1.17025,0.00013,1.0,0.06,2.5847018066299396,TP,62.67
2025-09-05T15:08:00+00:00,buy,1.16994,1.16999,1.1696,1.17117,0.00026,0.0,0.03,2.7960534348960904,TP,66.18
2025-09-08T08:20:00+00:00,buy,1.17185,1.1719,1.17171,1.17246,0.00012,2.0,0.07,-0.43140976335958764,BE,65.61
2025-09-08T10:02:00+00:00,buy,1.17287,1.17292,1.17258,1.17395,0.00023,1.0,0.03,-0.23337636463894046,BE,65.3
2025-09-09T08:53:00+00:00,buy,1.17779,1.17784,1.17764,1.17845,0.00014,2.0,0.06,-1.393327034846462,SL,63.48
2025-09-10T07:16:00+00:00,buy,1.17108,1.17113,1.17099,1.17154,9e-05,2.0,0.09,2.419118241284874,TP,66.55
2025-09-10T07:58:00+00:00,buy,1.17143,1.17148,1.17133,1.17192,0.0001,2.0,0.09,-0.5475998544199484,BE,65.82
2025-09-11T15:31:00+00:00,buy,1.17138,1.17143,1.17026,1.17493,0.00078,0.0,0.01,-0.06863590524425114,BE,65.73
2025-09-11T15:56:00+00:00,buy,1.17154,1.17159,1.17057,1.17464,0.00068,0.0,0.01,-0.07872822212748244,BE,65.63
2025-09-12T09:50:00+00:00,buy,1.17337,1.17342,1.17316,1.17421,0.00018,1.0,0.04,2.6961427821684123,TP,69.17
